wav,spk_id,prediction,reference
TORGO/MC03/Session1/wav_headMic/0056.wav,MC03,feed,feed
TORGO/MC03/Session1/wav_headMic/0234.wav,MC03,pat,pat
TORGO/MC03/Session1/wav_headMic/0474.wav,MC03,being able to dance can help too,being able to dance can help too
TORGO/MC03/Session1/wav_headMic/0140.wav,MC03,group,group
TORGO/MC03/Session1/wav_headMic/0058.wav,MC03,sheet,sheet
TORGO/MC03/Session1/wav_headMic/0392.wav,MC03,mm sitter,sitter
TORGO/MC03/Session1/wav_headMic/0356.wav,MC03,written,written
TORGO/MC03/Session1/wav_headMic/0150.wav,MC03,right,write
TORGO/MC03/Session1/wav_headMic/0085.wav,MC03,torn,torn
TORGO/MC03/Session1/wav_headMic/0594.wav,MC03,show,show
TORGO/MC03/Session1/wav_headMic/0249.wav,MC03,sprinkle,sprinkle
TORGO/MC03/Session1/wav_headMic/0039.wav,MC03,park,park
TORGO/MC03/Session1/wav_headMic/0136.wav,MC03,will robin wear a yellow lily,will robin wear a yellow lily
TORGO/MC03/Session1/wav_headMic/0184.wav,MC03,rock,rock
TORGO/MC03/Session1/wav_headMic/0171.wav,MC03,single,single
TORGO/MC03/Session1/wav_headMic/0050.wav,MC03,twice each day he plays skilfully and with zest upon our small organ,twice each day he plays skillfully and with zest upon our small organ
TORGO/MC03/Session1/wav_headMic/0168.wav,MC03,they carried me off on the stretcher,they carried me off on the stretcher
TORGO/MC03/Session1/wav_headMic/0267.wav,MC03,sign,sign
TORGO/MC03/Session1/wav_headMic/0264.wav,MC03,leak,leak
TORGO/MC03/Session1/wav_headMic/0578.wav,MC03,threat,threat
TORGO/MC03/Session1/wav_headMic/0157.wav,MC03,bright sunshine shimmers on the ocean,bright sunshine shimmers on the ocean
TORGO/MC03/Session1/wav_headMic/0420.wav,MC03,each one volunteered to jump first,each one volunteered to jump first
TORGO/MC03/Session1/wav_headMic/0216.wav,MC03,all the big baseball players get traded,all the big baseball players get traded
TORGO/MC03/Session1/wav_headMic/0154.wav,MC03,if you destroy confidence in banks you do something to the economy he said,if you destroy confidence in banks you do something to the economy he said
TORGO/MC03/Session1/wav_headMic/0131.wav,MC03,,witch
TORGO/MC03/Session1/wav_headMic/0149.wav,MC03,we gathered shells on the beach,we gathered shells on the beach
TORGO/MC03/Session1/wav_headMic/0098.wav,MC03,down,down
TORGO/MC03/Session1/wav_headMic/0526.wav,MC03,lake,lake
TORGO/MC03/Session1/wav_headMic/0116.wav,MC03,traite,trait
TORGO/MC03/Session1/wav_headMic/0097.wav,MC03,ta,the
TORGO/MC03/Session1/wav_headMic/0038.wav,MC03,dark,dark
TORGO/MC03/Session1/wav_headMic/0402.wav,MC03,needless,neat
TORGO/MC03/Session1/wav_headMic/0574.wav,MC03,tier,tear 
TORGO/MC03/Session1/wav_headMic/0542.wav,MC03,endoftext,rip
TORGO/MC03/Session1/wav_headMic/0221.wav,MC03,she is thinner than i am,she is thinner than i am
TORGO/MC03/Session1/wav_headMic/0325.wav,MC03,stop,spark
TORGO/MC03/Session1/wav_headMic/0365.wav,MC03,dark,dark
TORGO/MC03/Session1/wav_headMic/0189.wav,MC03,route,root
TORGO/MC03/Session1/wav_headMic/0466.wav,MC03,,him
TORGO/MC03/Session1/wav_headMic/0145.wav,MC03,dot,dot
TORGO/MC03/Session1/wav_headMic/0399.wav,MC03,down,down
TORGO/MC03/Session1/wav_headMic/0129.wav,MC03,the humidity is overwhelming there,the humidity is overwhelming there
TORGO/MC03/Session1/wav_headMic/0499.wav,MC03,help greg to pick a peck of potatoes,help greg to pick a peck of potatoes
TORGO/MC03/Session1/wav_headMic/0374.wav,MC03,kilo,kilo
TORGO/MC03/Session1/wav_headMic/0040.wav,MC03,weed,weed
TORGO/MC03/Session1/wav_headMic/0242.wav,MC03,suit,suit
TORGO/MC03/Session1/wav_headMic/0296.wav,MC03,lair,lair
TORGO/MC03/Session1/wav_headMic/0425.wav,MC03,you want him to do well,you want him to do well
TORGO/MC03/Session1/wav_headMic/0571.wav,MC03,four,four
TORGO/MC03/Session1/wav_headMic/0022.wav,MC03,beta,beta
TORGO/MC03/Session1/wav_headMic/0385.wav,MC03,shy,shy
TORGO/MC03/Session1/wav_headMic/0484.wav,MC03,nice,nice
TORGO/MC03/Session1/wav_headMic/0215.wav,MC03,all the big basketball players get traded,all the big baseball players get traded
TORGO/MC03/Session1/wav_headMic/0417.wav,MC03,whiskey,whisky
TORGO/MC03/Session1/wav_headMic/0503.wav,MC03,the wait for work can be very long,the wait for work can be very long
TORGO/MC03/Session1/wav_headMic/0439.wav,MC03,uniform,uniform
TORGO/MC03/Session1/wav_headMic/0104.wav,MC03,storm,storm
TORGO/MC03/Session1/wav_headMic/0330.wav,MC03,hey there,hitting
TORGO/MC03/Session1/wav_headMic/0579.wav,MC03,some prefer the traditional steel kind,some prefer the traditional steel kind
TORGO/MC03/Session1/wav_headMic/0092.wav,MC03,we have often urged him to walk more and smoke less,we have often urged him to walk more and smoke less
TORGO/MC03/Session1/wav_headMic/0164.wav,MC03,play,play
TORGO/MC03/Session1/wav_headMic/0458.wav,MC03,please open the window quickly,please open the window quickly
TORGO/MC03/Session1/wav_headMic/0328.wav,MC03,that,at
TORGO/MC03/Session1/wav_headMic/0454.wav,MC03,although always alone we survive,although always alone we survive
TORGO/MC03/Session1/wav_headMic/0481.wav,MC03,chip,chip
TORGO/MC03/Session1/wav_headMic/0190.wav,MC03,i feel i can play this weekend,i feel i can play this weekend
TORGO/MC03/Session1/wav_headMic/0055.wav,MC03,rate,rate
TORGO/MC03/Session1/wav_headMic/0429.wav,MC03,dress,dress
TORGO/MC03/Session1/wav_headMic/0467.wav,MC03,travel is about the only leisure we have,travel is about the only leisure we have
TORGO/MC03/Session1/wav_headMic/0033.wav,MC03,meat,meat
TORGO/MC03/Session1/wav_headMic/0202.wav,MC03,i was conscious all the time,i was conscious all the time
TORGO/MC03/Session1/wav_headMic/0381.wav,MC03,media,witty
TORGO/MC03/Session1/wav_headMic/0237.wav,MC03,sway,sway
TORGO/MC03/Session1/wav_headMic/0103.wav,MC03,go,go
TORGO/MC03/Session1/wav_headMic/0411.wav,MC03,did dad do academic bidding,did dad do academic bidding
TORGO/MC03/Session1/wav_headMic/0546.wav,MC03,fred,thread
TORGO/MC03/Session1/wav_headMic/0178.wav,MC03,droop,droop
TORGO/MC03/Session1/wav_headMic/0222.wav,MC03,are your grades higher or lower than nancy's,are your grades higher or lower than nancy's
TORGO/MC03/Session1/wav_headMic/0337.wav,MC03,if you are losing water replace it immediately,if you are losing water replace it immediately
TORGO/MC03/Session1/wav_headMic/0117.wav,MC03,new,knew
TORGO/MC03/Session1/wav_headMic/0570.wav,MC03,,wise
TORGO/MC03/Session1/wav_headMic/0502.wav,MC03,endoftext,zulu
TORGO/MC03/Session1/wav_headMic/0299.wav,MC03,he further proposed grants of an unspecified sum for experimental hospitals,he further proposed grants of an unspecified sum for experimental hospitals
TORGO/MC03/Session1/wav_headMic/0247.wav,MC03,bad,bad
TORGO/MC03/Session1/wav_headMic/0598.wav,MC03,gas,gas
TORGO/MC03/Session1/wav_headMic/0214.wav,MC03,thai,thigh
TORGO/MC03/Session1/wav_headMic/0470.wav,MC03,two,two
TORGO/MC03/Session1/wav_headMic/0208.wav,MC03,halt,of
TORGO/MC03/Session1/wav_headMic/0398.wav,MC03,x ray,xray
TORGO/MC03/Session1/wav_headMic/0287.wav,MC03,hill,hill
TORGO/MC03/Session1/wav_headMic/0123.wav,MC03,rain,rain
TORGO/MC03/Session1/wav_headMic/0210.wav,MC03,loop,loop
TORGO/MC03/Session1/wav_headMic/0290.wav,MC03,this is a period of transition for me,this is a period of transition for me
TORGO/MC03/Session1/wav_headMic/0560.wav,MC03,young people participate in athletic activities,young people participate in athletic activities
TORGO/MC03/Session1/wav_headMic/0294.wav,MC03,eight,eight
TORGO/MC03/Session1/wav_headMic/0141.wav,MC03,their house is grey and white,their house is grey and white
TORGO/MC03/Session1/wav_headMic/0351.wav,MC03,echo,echo
TORGO/MC03/Session1/wav_headMic/0535.wav,MC03,she doesn't like to have it hanging around,she doesn't like to have it hanging around
TORGO/MC03/Session1/wav_headMic/0432.wav,MC03,the hotel owner shrugged,the hotel owner shrugged
TORGO/MC03/Session1/wav_headMic/0359.wav,MC03,quebec,quebec
TORGO/MC03/Session1/wav_headMic/0245.wav,MC03,yes,yes
TORGO/MC03/Session1/wav_headMic/0595.wav,MC03,cash,cash
TORGO/MC03/Session1/wav_headMic/0051.wav,MC03,dagger,dagger
TORGO/MC03/Session1/wav_headMic/0093.wav,MC03,store,store
TORGO/MC03/Session1/wav_headMic/0457.wav,MC03,white capped waves covered the entire bay,whitecapped waves covered the entire bay
TORGO/MC03/Session1/wav_headMic/0014.wav,MC03,sip,sip
TORGO/MC03/Session1/wav_headMic/0219.wav,MC03,back,back
TORGO/MC03/Session1/wav_headMic/0541.wav,MC03,endoftext,lee
TORGO/MC03/Session1/wav_headMic/0496.wav,MC03,endoftext,hand
TORGO/MC03/Session1/wav_headMic/0476.wav,MC03,most young rise early every morning,most young rise early every morning
TORGO/MC04/Session2/wav_arrayMic/0797.wav,MC04,i didn't know where they were coming from,i didn't know where they were coming from
TORGO/MC04/Session2/wav_arrayMic/0954.wav,MC04,so yeah,hold
TORGO/MC04/Session2/wav_arrayMic/0754.wav,MC04,it requires no big investment,it requires no big investment
TORGO/MC04/Session2/wav_arrayMic/0956.wav,MC04,hash,hash
TORGO/MC04/Session2/wav_arrayMic/0988.wav,MC04,heat,heat
TORGO/MC04/Session2/wav_arrayMic/0742.wav,MC04,that pickpocket was caught red handed,that pickpocket was caught redhanded
TORGO/MC04/Session2/wav_arrayMic/1018.wav,MC04,ink,ink
TORGO/MC04/Session2/wav_arrayMic/0864.wav,MC04,ake,ache
TORGO/MC04/Session2/wav_arrayMic/0714.wav,MC04,sender,sender
TORGO/MC04/Session2/wav_arrayMic/0803.wav,MC04,there was no confirmation of such massive massive assaults from,there was no confirmation of such massive assaults from independent sources
TORGO/MC04/Session2/wav_arrayMic/0940.wav,MC04,once,was
TORGO/MC04/Session2/wav_arrayMic/0727.wav,MC04,me,me
TORGO/MC04/Session2/wav_arrayMic/0701.wav,MC04,i don't think it's a good idea,i don't think it's a good idea
TORGO/MC04/Session2/wav_arrayMic/0980.wav,MC04,leak,leak
TORGO/MC04/Session2/wav_arrayMic/1002.wav,MC04,they'll never fit me again,they'll never fit me again
TORGO/MC04/Session2/wav_arrayMic/0928.wav,MC04,bow,bow 
TORGO/MC04/Session2/wav_arrayMic/0943.wav,MC04,tail,tail
TORGO/MC04/Session2/wav_arrayMic/0658.wav,MC04,mock,mock
TORGO/MC04/Session2/wav_arrayMic/1014.wav,MC04,win,win
TORGO/MC04/Session2/wav_arrayMic/0772.wav,MC04,the marriage went well from the start,the marriage went well from the start
TORGO/MC04/Session2/wav_arrayMic/0828.wav,MC04,the prowler wore a ski mask for disguise,the prowler wore a ski mask for disguise
TORGO/MC04/Session2/wav_arrayMic/0843.wav,MC04,miles,mile
TORGO/MC04/Session2/wav_arrayMic/1022.wav,MC04,yeah,wart
TORGO/MC04/Session2/wav_arrayMic/0850.wav,MC04,i had no desire to change my ways,i had no desire to change my ways
TORGO/MC04/Session2/wav_arrayMic/0777.wav,MC04,shit,pit
TORGO/MC04/Session2/wav_arrayMic/0731.wav,MC04,fire and straw makes a quick blaze,a fire in straw makes a quick blaze
TORGO/MC04/Session2/wav_arrayMic/0974.wav,MC04,had,pad
TORGO/MC04/Session2/wav_arrayMic/0911.wav,MC04,the staff deserves a lot of credit working down here under,the staff deserves a lot of credit working down here under real obstacles
TORGO/MC04/Session2/wav_arrayMic/0953.wav,MC04,torn,torn
TORGO/MC04/Session2/wav_arrayMic/0678.wav,MC04,briefed,reef
TORGO/MC04/Session2/wav_arrayMic/1007.wav,MC04,did you eat yet,did you eat yet
TORGO/MC04/Session2/wav_arrayMic/0842.wav,MC04,is,is
TORGO/MC04/Session2/wav_arrayMic/0986.wav,MC04,wide,wide
TORGO/MC04/Session2/wav_arrayMic/0959.wav,MC04,handle it any way you have to,handle it any way you have to
TORGO/MC04/Session2/wav_arrayMic/0660.wav,MC04,six,six
TORGO/MC04/Session2/wav_arrayMic/0967.wav,MC04,hail,hail
TORGO/MC04/Session2/wav_arrayMic/0856.wav,MC04,rake,rake
TORGO/MC04/Session2/wav_arrayMic/0919.wav,MC04,spring street is straight ahead,spring street is straight ahead
TORGO/MC04/Session2/wav_arrayMic/0979.wav,MC04,doc,dock
TORGO/MC04/Session2/wav_arrayMic/0817.wav,MC04,sell,sell
TORGO/MC04/Session2/wav_arrayMic/0691.wav,MC04,bender,bender
TORGO/MC04/Session2/wav_arrayMic/0847.wav,MC04,endoftext,see
TORGO/MC04/Session2/wav_arrayMic/0778.wav,MC04,hash,hash
TORGO/MC04/Session2/wav_arrayMic/0947.wav,MC04,eyes,eyes
TORGO/MC04/Session2/wav_arrayMic/0815.wav,MC04,reap,reap
TORGO/MC04/Session2/wav_arrayMic/0766.wav,MC04,deep,beep
TORGO/MC04/Session2/wav_arrayMic/0901.wav,MC04,sticks,sticks
TORGO/MC04/Session2/wav_arrayMic/1003.wav,MC04,bad,bad
TORGO/MC04/Session2/wav_arrayMic/0746.wav,MC04,seat,seat
TORGO/MC04/Session2/wav_arrayMic/0981.wav,MC04,born,born
TORGO/MC04/Session2/wav_arrayMic/0942.wav,MC04,wives,wives
TORGO/MC04/Session2/wav_arrayMic/0977.wav,MC04,endoftext,cork
TORGO/MC04/Session2/wav_arrayMic/0945.wav,MC04,white,wipe
TORGO/MC04/Session2/wav_arrayMic/0759.wav,MC04,feed,feed
TORGO/MC04/Session2/wav_arrayMic/0703.wav,MC04,ember,ember
TORGO/MC04/Session2/wav_arrayMic/0692.wav,MC04,nine,nine
TORGO/MC04/Session2/wav_arrayMic/0893.wav,MC04,bunch,bunch
TORGO/MC04/Session2/wav_arrayMic/0773.wav,MC04,six,six
TORGO/MC04/Session2/wav_arrayMic/0820.wav,MC04,eight,ate
TORGO/MC04/Session2/wav_arrayMic/0846.wav,MC04,wax,wax
TORGO/MC04/Session2/wav_arrayMic/0950.wav,MC04,the snow blew into large drifts,the snow blew into large drifts
TORGO/MC04/Session2/wav_arrayMic/0854.wav,MC04,aid,aid
TORGO/MC04/Session2/wav_arrayMic/0655.wav,MC04,endoftext,beat
TORGO/MC04/Session2/wav_arrayMic/0730.wav,MC04,fifty,fit
TORGO/MC04/Session2/wav_arrayMic/0822.wav,MC04,at,at
TORGO/MC04/Session2/wav_arrayMic/0770.wav,MC04,three years,three
TORGO/MC04/Session2/wav_arrayMic/0723.wav,MC04,ash,hash
TORGO/MC04/Session2/wav_arrayMic/0872.wav,MC04,ko,hail
TORGO/MC04/Session2/wav_arrayMic/0735.wav,MC04,member,member
TORGO/MC04/Session2/wav_arrayMic/0698.wav,MC04,gash,gash
TORGO/MC04/Session2/wav_arrayMic/0804.wav,MC04,there was no confirmation of such massive assaults from,there was no confirmation of such massive assaults from independent sources
TORGO/MC04/Session2/wav_arrayMic/0859.wav,MC04,shock,chop
TORGO/MC04/Session2/wav_arrayMic/0877.wav,MC04,heat,heat
TORGO/MC04/Session2/wav_arrayMic/0682.wav,MC04,renter,renter
TORGO/MC04/Session2/wav_arrayMic/0848.wav,MC04,rake,rakes
TORGO/MC04/Session2/wav_arrayMic/0933.wav,MC04,three,fold
TORGO/MC04/Session2/wav_arrayMic/1024.wav,MC04,ship,ship
TORGO/MC04/Session2/wav_arrayMic/0912.wav,MC04,bad,bed
TORGO/MC04/Session2/wav_arrayMic/0732.wav,MC04,endoftext,beast
TORGO/MC04/Session2/wav_arrayMic/0683.wav,MC04,grandmother outgrew her upbringing in petticoats,grandmother outgrew her upbringing in petticoats
TORGO/MC04/Session2/wav_arrayMic/0884.wav,MC04,that,fat
TORGO/MC04/Session2/wav_arrayMic/0733.wav,MC04,she suggested we all have dinner together,she suggested we all have dinner together
TORGO/MC04/Session2/wav_arrayMic/1005.wav,MC04,feed,feed
TORGO/MC04/Session2/wav_arrayMic/0922.wav,MC04,he noted the fact carefully,he noted the fact carefully
TORGO/MC04/Session2/wav_arrayMic/0888.wav,MC04,take,take
TORGO/MC04/Session2/wav_arrayMic/0879.wav,MC04,fun,bun
TORGO/MC04/Session2/wav_arrayMic/0891.wav,MC04,range was a vital detail,range was a vital detail
TORGO/MC04/Session2/wav_arrayMic/0728.wav,MC04,shear,sheer
TORGO/MC04/Session2/wav_arrayMic/0667.wav,MC04,yeah,woe
TORGO/MC04/Session2/wav_arrayMic/0929.wav,MC04,regular attendance is seldom required,regular attendance is seldom required
TORGO/MC04/Session2/wav_arrayMic/0722.wav,MC04,dock,dock
TORGO/MC04/Session2/wav_arrayMic/0983.wav,MC04,the store serves meals every day,the store serves meals every day
TORGO/MC04/Session2/wav_arrayMic/0946.wav,MC04,challenge each general's intelligence,challenge each general's intelligence
TORGO/MC04/Session2/wav_arrayMic/0776.wav,MC04,sheet,sheet
TORGO/MC04/Session2/wav_arrayMic/0941.wav,MC04,wine,wine
TORGO/MC04/Session2/wav_arrayMic/1012.wav,MC04,horns,horn
TORGO/MC04/Session2/wav_arrayMic/0765.wav,MC04,spit,spit
TORGO/MC04/Session2/wav_arrayMic/0841.wav,MC04,seat,seat
TORGO/MC04/Session2/wav_arrayMic/0673.wav,MC04,addition and subtraction are learned skills,addition and subtraction are learned skills
TORGO/MC04/Session2/wav_arrayMic/0670.wav,MC04,reap,reap
TORGO/MC04/Session2/wav_arrayMic/0737.wav,MC04,fender,fender
TORGO/MC04/Session2/wav_arrayMic/0964.wav,MC04,continental drift is a geological theory,continental drift is a geological theory
TORGO/MC04/Session2/wav_arrayMic/0712.wav,MC04,endoftext,beef
TORGO/MC04/Session2/wav_arrayMic/0868.wav,MC04,kill,pill
TORGO/MC04/Session2/wav_arrayMic/0889.wav,MC04,this he added brought about petty jealousies and petty,this he added brought about petty jealousies and petty personal grievances
TORGO/MC04/Session2/wav_arrayMic/0973.wav,MC04,he can't abide mistakes in his own game,he can't abide mistakes in his own game
TORGO/MC04/Session2/wav_arrayMic/0903.wav,MC04,we shelled clams for the chowder,we shelled clams for the chowder
TORGO/MC04/Session2/wav_arrayMic/1027.wav,MC04,call,tall
TORGO/MC04/Session2/wav_arrayMic/0719.wav,MC04,i loved every minute of it,i loved every minute of it
TORGO/MC04/Session2/wav_arrayMic/0935.wav,MC04,it was a huge part of my life,it was a huge part of my life
TORGO/MC04/Session2/wav_arrayMic/1019.wav,MC04,upgrade your status to reflect your wealth,upgrade your status to reflect your wealth
TORGO/MC04/Session2/wav_arrayMic/1006.wav,MC04,mom,blow
TORGO/MC04/Session2/wav_arrayMic/0908.wav,MC04,weave,weave
TORGO/MC04/Session2/wav_arrayMic/0679.wav,MC04,yet he remains the fiercest of competitors,yet he remains the fiercest of competitors
TORGO/MC04/Session2/wav_arrayMic/0729.wav,MC04,seven,seven
TORGO/MC04/Session2/wav_arrayMic/0894.wav,MC04,please,ease
TORGO/MC04/Session2/wav_arrayMic/0717.wav,MC04,cash,cash
TORGO/MC04/Session2/wav_arrayMic/0659.wav,MC04,eight,ache
TORGO/MC04/Session2/wav_arrayMic/0968.wav,MC04,whip,whip
TORGO/MC04/Session2/wav_arrayMic/0863.wav,MC04,bunch,bunch
TORGO/MC04/Session2/wav_arrayMic/0676.wav,MC04,hail,hail
TORGO/MC04/Session2/wav_arrayMic/0927.wav,MC04,here,hand
TORGO/MC04/Session2/wav_arrayMic/0833.wav,MC04,i wanted to be an actress,i wanted to be an actress
TORGO/MC04/Session2/wav_arrayMic/1026.wav,MC04,why,why
TORGO/MC04/Session2/wav_arrayMic/0756.wav,MC04,endoftext,leap
TORGO/MC04/Session2/wav_arrayMic/0829.wav,MC04,pete,feet
TORGO/MC04/Session2/wav_arrayMic/0909.wav,MC04,four,form
TORGO/MC04/Session2/wav_arrayMic/0781.wav,MC04,it was a great meeting,it was a great meeting
TORGO/MC04/Session2/wav_arrayMic/0736.wav,MC04,beam,beam
TORGO/MC04/Session2/wav_arrayMic/0939.wav,MC04,tip,tip
TORGO/MC04/Session2/wav_arrayMic/0867.wav,MC04,chocolate and roses never fail as a romantic gift,chocolate and roses never fail as a romantic gift
TORGO/MC04/Session2/wav_arrayMic/0809.wav,MC04,row,row
TORGO/MC04/Session2/wav_arrayMic/0690.wav,MC04,seven,seven
TORGO/MC04/Session2/wav_arrayMic/0865.wav,MC04,home,tall
TORGO/MC04/Session2/wav_arrayMic/0662.wav,MC04,eight,eight
TORGO/MC04/Session2/wav_arrayMic/0711.wav,MC04,six,six
TORGO/MC04/Session2/wav_arrayMic/1008.wav,MC04,big,ache
TORGO/MC04/Session2/wav_arrayMic/0890.wav,MC04,this he added brought about petty jealousies in petty,this he added brought about petty jealousies and petty personal grievances
TORGO/MC04/Session2/wav_arrayMic/0851.wav,MC04,aiks,aches
TORGO/MC04/Session2/wav_arrayMic/0921.wav,MC04,home,hall
TORGO/MC04/Session2/wav_arrayMic/1013.wav,MC04,that,that
TORGO/MC04/Session2/wav_arrayMic/0794.wav,MC04,duck,duck
TORGO/MC04/Session2/wav_arrayMic/0876.wav,MC04,doc,knock
TORGO/MC04/Session2/wav_arrayMic/0860.wav,MC04,and,end
TORGO/MC04/Session2/wav_arrayMic/0687.wav,MC04,c,see
TORGO/MC04/Session2/wav_arrayMic/0761.wav,MC04,yeah,four
TORGO/MC04/Session2/wav_arrayMic/0813.wav,MC04,have no fear if you come alone,have no fear if you come alone
TORGO/MC04/Session2/wav_arrayMic/0857.wav,MC04,tile,tile
TORGO/MC04/Session2/wav_arrayMic/0706.wav,MC04,endoftext,reap
TORGO/MC04/Session2/wav_arrayMic/0837.wav,MC04,add,add
TORGO/MC04/Session2/wav_arrayMic/0883.wav,MC04,speed,seed
TORGO/MC04/Session2/wav_arrayMic/0898.wav,MC04,me,lip
TORGO/MC04/Session2/wav_arrayMic/0949.wav,MC04,he took heart and played,he took heart and played
TORGO/MC04/Session2/wav_arrayMic/0707.wav,MC04,meat,neat
TORGO/MC04/Session2/wav_arrayMic/0716.wav,MC04,zero,zero
TORGO/MC04/Session2/wav_arrayMic/0684.wav,MC04,it was very popular with our fans,it was very popular with our fans
TORGO/MC04/Session2/wav_arrayMic/0925.wav,MC04,huh,hall
TORGO/MC04/Session2/wav_arrayMic/0743.wav,MC04,her position covers a number of daily tasks common to any,her position covers a number of daily tasks common to any social director
TORGO/MC04/Session2/wav_arrayMic/0741.wav,MC04,that pickpocket was caught red handed,that pickpocket was caught redhanded
TORGO/MC04/Session2/wav_arrayMic/0793.wav,MC04,lipped,lip
TORGO/MC04/Session2/wav_arrayMic/0738.wav,MC04,peace,geese
TORGO/MC04/Session2/wav_arrayMic/0771.wav,MC04,cheer,cheer
TORGO/MC04/Session2/wav_arrayMic/0709.wav,MC04,yes,guess
TORGO/MC04/Session2/wav_arrayMic/0790.wav,MC04,dialogue,dial
TORGO/MC04/Session2/wav_arrayMic/0689.wav,MC04,her classical performance gained critical acclaim,her classical performance gained critical acclaim
TORGO/MC04/Session2/wav_arrayMic/0725.wav,MC04,two,two
TORGO/MC04/Session2/wav_arrayMic/0705.wav,MC04,at twilight on the twelfth day we'll have chablis,at twilight on the twelfth day we'll have chablis
TORGO/MC04/Session2/wav_arrayMic/0899.wav,MC04,we talked about the situation,we talked about the situation
TORGO/MC04/Session2/wav_arrayMic/0814.wav,MC04,add,add
TORGO/MC04/Session2/wav_arrayMic/0844.wav,MC04,be prepared for odd behavior from friends,be prepared for odd behavior from friends
TORGO/MC04/Session2/wav_arrayMic/0824.wav,MC04,lit,lit
TORGO/MC04/Session2/wav_arrayMic/0699.wav,MC04,meet,meat
TORGO/MC04/Session2/wav_arrayMic/0680.wav,MC04,mom strongly dislikes appetizers,mom strongly dislikes appetizers
TORGO/MC04/Session2/wav_arrayMic/0713.wav,MC04,lender,lender
TORGO/MC04/Session2/wav_arrayMic/0870.wav,MC04,the structures housing the apartments are of masonry and,the structures housing the apartments are of masonry and frame construction
TORGO/MC04/Session2/wav_arrayMic/0952.wav,MC04,pat,pat
TORGO/MC04/Session2/wav_arrayMic/0812.wav,MC04,we all sat down and relaxed,we all sat down and relaxed
TORGO/MC04/Session2/wav_arrayMic/0758.wav,MC04,i haven't seen that friend for years,i haven't seen that friend for years
TORGO/MC04/Session2/wav_arrayMic/0663.wav,MC04,see,seam
TORGO/MC04/Session2/wav_arrayMic/0932.wav,MC04,corn,corn
TORGO/MC04/Session2/wav_arrayMic/0916.wav,MC04,oh,owe
TORGO/MC04/Session2/wav_arrayMic/0792.wav,MC04,lunch,munch
TORGO/MC04/Session2/wav_arrayMic/0805.wav,MC04,academic aptitude guarantees your diploma,academic aptitude guarantees your diploma
TORGO/MC04/Session2/wav_arrayMic/0989.wav,MC04,we've done it in the past,we've done it in the past
TORGO/MC04/Session2/wav_arrayMic/0951.wav,MC04,hail,hail
TORGO/MC04/Session2/wav_arrayMic/1016.wav,MC04,hate,hate
TORGO/MC04/Session2/wav_arrayMic/0696.wav,MC04,she,she
TORGO/MC04/Session2/wav_arrayMic/0887.wav,MC04,that's true even a simple vocabulary contains symbols,even a simple vocabulary contains symbols
TORGO/MC04/Session2/wav_arrayMic/0835.wav,MC04,the singer's finger had a splinter,the singer's finger had a splinter
TORGO/MC04/Session2/wav_arrayMic/0702.wav,MC04,meet,meat
TORGO/MC04/Session2/wav_arrayMic/0971.wav,MC04,sort,sort
TORGO/MC04/Session2/wav_arrayMic/0726.wav,MC04,those people are much quicker than i am,those people are much quicker than i am
TORGO/MC04/Session2/wav_arrayMic/0849.wav,MC04,ticks,ticks
TORGO/MC04/Session2/wav_arrayMic/0978.wav,MC04,hmm,hold
TORGO/MC04/Session2/wav_arrayMic/0710.wav,MC04,yes,guess
TORGO/MC04/Session2/wav_arrayMic/0769.wav,MC04,nice,knife
TORGO/MC04/Session2/wav_arrayMic/0656.wav,MC04,,beat
TORGO/MC04/Session2/wav_arrayMic/0880.wav,MC04,try to work things out,try to work things out
TORGO/MC04/Session2/wav_arrayMic/0708.wav,MC04,the golfing fathers ruled in his favor,the golfing fathers ruled in his favor
TORGO/MC04/Session2/wav_arrayMic/0784.wav,MC04,sake,sake
TORGO/MC04/Session2/wav_arrayMic/0806.wav,MC04,ease,ease
TORGO/MC04/Session2/wav_arrayMic/1017.wav,MC04,huh,hall
TORGO/MC04/Session2/wav_arrayMic/0715.wav,MC04,sticks,sticks
TORGO/MC04/Session2/wav_arrayMic/0724.wav,MC04,they will take a wedding trip later,they will take a wedding trip later
TORGO/MC04/Session2/wav_arrayMic/0998.wav,MC04,there is such a program,there is such a program
TORGO/MC04/Session2/wav_arrayMic/0861.wav,MC04,the job also covers a number of other items,the job also covers a number of other items
TORGO/MC04/Session2/wav_arrayMic/0915.wav,MC04,last year's gas shortage caused steep price increases,last year's gas shortage caused steep price increases
TORGO/MC04/Session2/wav_arrayMic/0930.wav,MC04,right,burn
TORGO/MC04/Session2/wav_arrayMic/0984.wav,MC04,had,had
TORGO/MC04/Session2/wav_arrayMic/0958.wav,MC04,wise,wise
TORGO/MC04/Session2/wav_arrayMic/0764.wav,MC04,endoftext,feet
TORGO/MC04/Session2/wav_arrayMic/0800.wav,MC04,kit,pit
TORGO/MC04/Session2/wav_arrayMic/0874.wav,MC04,hat,pat
TORGO/MC04/Session2/wav_arrayMic/0991.wav,MC04,a few may be hard to find,a few may be hard to find
TORGO/MC04/Session2/wav_arrayMic/0900.wav,MC04,pet,pet
TORGO/MC04/Session2/wav_arrayMic/0697.wav,MC04,we have a big house,we have a big house
TORGO/MC04/Session2/wav_arrayMic/0907.wav,MC04,farm,harm
